0000076c,00000001,000ffffe,18
000007ac,00000001,000ffffe,299
000007d8,00000002,000ffffe,512
000007bc,00000001,000ffffe,547
000007c4,00000001,000ffffe,805
00000818,00000244,00080467,1019
00000840,00000001,000ffffe,1206
000007ec,00000001,000ffffe,1407
00000834,00000007,00080400,1514
000007ec,00000001,000ffffe,1559
00000838,00000001,000ffffe,1585
000007c4,00000001,000ffffe,1870
00000838,00000001,000ffffe,2013
000007c4,00000001,000ffffe,2393
00000818,00000244,0008045e,2664
00000798,00000001,000ffffe,2787
000007ac,00000001,000ffffe,3256
0000080c,00000002,000ffffe,3492
000007bc,00000001,000ffffe,3609
00000848,00000001,000ffffe,3908
00000840,00000001,000ffffe,4058
00000834,00000007,00080400,4585
000007ec,00000001,000ffffe,4906
00000818,00000244,0008045e,4984
000007a0,00000002,000ffffe,5071
00000804,00000001,000ffffe,5392
00000784,00000002,000ffffe,5826
000007ac,00000001,000ffffe,6042
00000844,00000001,000ffffe,6151
00000838,00000001,000ffffe,6206
000007c4,00000001,000ffffe,6234
00000838,00000001,000ffffe,6520
00000820,00000001,000ffffe,6935
000007a0,00000002,000ffffe,7144
00000840,00000001,000ffffe,7519
00000840,00000001,000ffffe,7947
000007bc,00000001,000ffffe,8401
00000848,00000001,000ffffe,8900
000007a8,0000000c,00080400,9161
00000838,00000001,000ffffe,9515
000007ec,00000001,000ffffe,9698
000007c4,00000001,000ffffe,9790
00000804,00000001,000ffffe,10108
00000848,00000001,000ffffe,10507
00000804,00000001,000ffffe,10707
0000080c,00000002,000ffffe,11080
00000848,00000001,000ffffe,11505
000007c4,00000001,000ffffe,11958
000007bc,00000001,000ffffe,12185
00000828,00000002,000ffffe,12300
000007d8,00000002,000ffffe,12597
000007ac,00000001,000ffffe,12745
000007bc,00000001,000ffffe,13117
000007a0,00000002,000ffffe,13248
00000818,00000244,00080443,13399
00000818,00000244,00080447,13437
000007c4,00000001,000ffffe,13584
000007ac,00000001,000ffffe,13753
00000820,00000001,000ffffe,13838
00000844,00000001,000ffffe,13881
000007a0,00000002,000ffffe,13904
000007ec,00000001,000ffffe,14186
00000844,00000001,000ffffe,14328
000007ec,00000001,000ffffe,14671
00000804,00000001,000ffffe,14843
000007a8,0000000c,00080401,15180
00000798,00000001,000ffffe,15604
00000848,00000001,000ffffe,15822
00000798,00000001,000ffffe,16203
0000080c,00000002,000ffffe,16395
000007ec,00000001,000ffffe,16810
00000818,00000244,00080456,17069
00000848,00000001,000ffffe,17210
00000890,00000002,000ffffe,17683
0000080c,00000002,000ffffe,18191
00000798,00000001,000ffffe,18684
