0000073c,00000001,18
000007f8,00000002,44
000007b8,00000013,74
00000778,0000000c,138
00000768,00000001,163
00000778,0000000c,176
00000768,00000001,182
00000810,00000001,255
0000077c,00000001,356
00000810,00000001,407
0000078c,00000001,433
00000804,00000007,468
000007dc,00000002,478
000007a8,00000002,550
00000828,00000001,601
00000770,00000002,612
000007dc,00000002,697
0000077c,00000001,803
000007b8,00000013,939
000007f0,00000001,964
00000808,00000001,986
00000768,00000001,1123
0000078c,00000001,1194
00000778,0000000c,1241
0000077c,00000001,1345
00000810,00000001,1434
000007d4,00000001,1598
00000818,00000001,1626
000007e8,00000244,1656
000007dc,00000002,1657
0000077c,00000001,1687
00000760,00000001,1767
000007e8,00000244,1875
0000077c,00000001,1887
000007d4,00000001,1931
0000077c,00000001,2001
0000078c,00000001,2116
000007e8,00000244,2122
000007f0,00000001,2238
00000760,00000001,2347
00000804,00000007,2408
00000810,00000001,2556
000007f0,00000001,2571
000007bc,00000001,2643
000007dc,00000002,2760
00000804,00000007,2807
000007b8,00000013,2888
00000770,00000002,2970
000007e8,00000244,3073
00000770,00000002,3084
0000078c,00000001,3124
000007a8,00000002,3146
00000794,00000001,3220
00000794,00000001,3258
000007bc,00000001,3261
000007dc,00000002,3264
00000808,00000001,3344
00000818,00000001,3385
000007bc,00000001,3470
0000077c,00000001,3513
000007a8,00000002,3536
00000804,00000007,3568
000007d4,00000001,3576
00000770,00000002,3664
000007b8,00000013,3725
00000770,00000002,3778
00000804,00000007,3834
000007d4,00000001,3918
00000770,00000002,4044
00000810,00000001,4106
00000814,00000001,4202
00000794,00000001,4266
00000778,0000000c,4293
00000804,00000007,4376
00000794,00000001,4494
00000770,00000002,4605
00000818,00000001,4707
00000770,00000002,4824
000007f0,00000001,4929
00000818,00000001,5049
000007dc,00000002,5156
000007d4,00000001,5192
000007d4,00000001,5211
00000810,00000001,5285
000007f0,00000001,5338
00000770,00000002,5366
0000077c,00000001,5443
00000770,00000002,5499
000007dc,00000002,5527
000007e8,00000244,5545
000007d4,00000001,5620
00000808,00000001,5683
00000810,00000001,5779
00000770,00000002,5908
000007b8,00000013,6045
000007d4,00000001,6143
00000770,00000002,6250
000007b8,00000013,6368
00000814,00000001,6465
000007e8,00000244,6534
000007a8,00000002,6588
000007f8,00000002,6633
00000814,00000001,6655
00000814,00000001,6731
00000804,00000007,6791
000007a8,00000002,6797
00000768,00000001,6866
00000828,00000001,6981
000007f0,00000001,7116
000007f8,00000002,7156
00000778,0000000c,7250
0000077c,00000001,7297
00000810,00000001,7310
00000810,00000001,7481
000007f0,00000001,7515
000007f8,00000002,7517
000007e8,00000244,7618
000007f8,00000002,7679
00000794,00000001,7727
00000794,00000001,7765
000007f0,00000001,7772
00000810,00000001,7776
00000808,00000001,7794
00000778,0000000c,7830
0000077c,00000001,7896
000007e8,00000244,7960
000007a8,00000002,8052
00000810,00000001,8061
00000818,00000001,8082
000007e8,00000244,8160
000007b8,00000013,8175
00000804,00000007,8265
000007dc,00000002,8313
000007e8,00000244,8331
0000078c,00000001,8401
0000077c,00000001,8533
000007d4,00000001,8577
