00000650,00000001,000ffffe,18
00000738,00000001,000ffffe,299
00000950,00000001,000ffffe,440
00000658,00000001,000ffffe,511
000007b4,00000001,000ffffe,547
000009b0,00000001,000ffffe,805
00000838,00000002,000ffffe,1207
0000098c,00000001,000ffffe,1407
000008e8,00000001,000ffffe,1508
00000770,00000001,000ffffe,1559
000008dc,00000001,000ffffe,1585
00000934,00000001,000ffffe,1870
000006ac,00000001,000ffffe,2013
00000674,00000002,000ffffe,2086
000008e8,00000001,000ffffe,2393
000006a8,00000004,0008080e,2790
00000988,00000001,000ffffe,3256
00000980,00000001,000ffffe,3491
000006b8,00000001,000ffffe,3609
0000098c,00000001,000ffffe,3908
00000764,00000009,00080803,4066
000008fc,00000004,00080803,4408
00000990,00000001,000ffffe,4579
0000093c,00000002,000ffffe,4907
00000738,00000001,000ffffe,5070
000009a8,00000001,000ffffe,5392
000008f0,00000002,000ffffe,5826
000008e8,00000001,000ffffe,6042
00000950,00000001,000ffffe,6151
00000920,00000008,000807f8,6213
0000097c,00000008,000807f8,6241
000009a8,00000001,000ffffe,6520
00000920,00000008,000807ec,6942
00000988,00000001,000ffffe,7143
00000988,00000001,000ffffe,7519
00000934,00000001,000ffffe,7947
00000680,00000004,000807e1,8404
0000097c,0000000d,000807e1,8912
00000934,00000001,000ffffe,9150
000006d8,00000006,000807e1,9520
000008e8,00000001,000ffffe,9698
00000844,00000008,000807e1,9797
0000097c,00000008,000807e1,10115
00000990,00000001,000ffffe,10507
000008fc,00000004,000807d6,10710
00000990,00000001,000ffffe,11079
00000934,00000001,000ffffe,11505
00000914,00000002,000ffffe,11959
0000097c,00000008,000807d6,12192
00000684,00000001,000ffffe,12299
00000650,00000001,000ffffe,12596
000006f8,00000001,000ffffe,12745
00000988,00000001,000ffffe,12820
00000788,00000001,000ffffe,12858
000007a4,00000002,000ffffe,13118
00000690,00000001,000ffffe,13247
000008f0,00000002,000ffffe,13754
00000948,000000c6,00080819,13781
00000674,00000002,000ffffe,13839
00000818,00000001,000ffffe,13881
00000970,00000002,000ffffe,13904
00000990,00000001,000ffffe,14186
000009a0,00000001,000ffffe,14328
00000924,00000001,000ffffe,14671
000008dc,00000001,000ffffe,14843
00000924,00000001,000ffffe,15169
00000764,00000009,000807bf,15612
00000950,00000001,000ffffe,15822
00000988,00000001,000ffffe,16203
0000093c,00000002,000ffffe,16395
00000734,00000011,000807cb,16506
0000093c,00000002,000ffffe,16811
00000950,00000001,000ffffe,17210
00000924,00000001,000ffffe,17682
0000098c,00000001,000ffffe,18190
000009a0,00000001,000ffffe,18684
00000970,00000002,000ffffe,19172
000008dc,00000001,000ffffe,19415
00000914,00000002,000ffffe,19778
00000934,00000001,000ffffe,20198
000008f0,00000002,000ffffe,20410
00000680,00000004,000807b4,20518
000008fc,00000004,000807b4,20811
00000950,00000001,000ffffe,20955
00000914,00000002,000ffffe,21030
00000988,00000001,000ffffe,21338
00000950,00000001,000ffffe,21493
00000898,00000034,000807b3,21622
00000680,00000004,000807a8,21885
00000734,00000011,000807b4,22054
000007b4,00000001,000ffffe,22388
0000095c,00000001,000ffffe,22835
00000990,00000001,000ffffe,23059
0000090c,00000001,000ffffe,23443
000007b0,0000000e,000807a9,23888
00000990,00000001,000ffffe,24331
000008e8,00000001,000ffffe,24831
00000780,00000001,000ffffe,25321
00000934,00000001,000ffffe,25806
00000970,00000002,000ffffe,26050
0000098c,00000001,000ffffe,26171
000009a0,00000001,000ffffe,26472
00000970,00000002,000ffffe,26624
0000093c,00000002,000ffffe,26700
000007cc,00000002,000ffffe,27010
000008e8,00000001,000ffffe,27404
000008e8,00000001,000ffffe,27602
00000970,00000002,000ffffe,27974
000008dc,00000001,000ffffe,28159
0000097c,00000008,0008079e,28499
00000900,00000001,000ffffe,28659
00000924,00000001,000ffffe,28743
00000900,00000001,000ffffe,29057
00000900,00000001,000ffffe,29454
00000920,00000008,00080792,29660
00000934,00000001,000ffffe,29753
000008fc,00000004,00080792,30046
00000950,00000001,000ffffe,30428
000007e4,00000002,000ffffe,30622
00000900,00000001,000ffffe,30718
0000095c,00000001,000ffffe,30767
0000098c,00000001,000ffffe,30792
0000098c,00000001,000ffffe,30812
000009a4,00000001,000ffffe,30816
00000948,000000ee,00080803,31042
000006e4,00000001,000ffffe,31090
0000098c,00000001,000ffffe,31704
00000948,0000012a,000807d6,31796
000008e8,00000001,000ffffe,31807
0000095c,00000001,000ffffe,31859
000008e8,00000001,000ffffe,32125
00000924,00000001,000ffffe,32530
0000095c,00000001,000ffffe,32733
0000097c,00000008,00080793,32842
00000924,00000001,000ffffe,33126
00000970,00000002,000ffffe,33273
000008e8,00000001,000ffffe,33617
00000970,00000002,000ffffe,33791
000006b8,00000001,000ffffe,33877
0000066c,00000001,000ffffe,33921
00000970,00000002,000ffffe,34184
000008fc,0000000c,00080787,34597
00000920,00000014,00080786,34807
