000007bc,00000001,000ffffe,18
00000804,00000011,00080041,315
00000828,00000002,000ffffe,441
00000840,00000001,000ffffe,511
00000848,00000001,000ffffe,547
000007d4,0000000a,00080400,814
00000834,00000007,00080400,1212
00000818,00000011,00080485,1423
00000810,00000002,000ffffe,1509
00000810,00000002,000ffffe,1560
000007c4,00000001,000ffffe,1585
00000838,00000001,000ffffe,1870
000007d8,00000001,000ffffe,2013
000007c4,00000001,000ffffe,2085
000007d4,0000000a,00080400,2402
000007f8,00000002,000ffffe,2788
00000844,00000001,000ffffe,3256
00000834,00000007,00080400,3497
00000828,00000002,000ffffe,3610
000007f0,00000001,000ffffe,3908
000007cc,00000002,000ffffe,4059
000007cc,00000002,000ffffe,4406
000007f8,00000002,000ffffe,4580
00000818,00000011,00080482,4922
000007d8,00000001,000ffffe,5070
000007d4,0000000a,00080400,5401
00000820,00000001,000ffffe,5825
00000804,00000011,00080056,6058
00000838,00000001,000ffffe,6151
00000820,00000001,000ffffe,6206
000007f0,00000001,000ffffe,6234
000007cc,00000002,000ffffe,6521
00000810,00000002,000ffffe,6936
00000834,00000007,00080400,7149
00000840,00000001,000ffffe,7519
000007c4,00000001,000ffffe,7947
000007f8,00000002,000ffffe,8402
00000828,00000002,000ffffe,8901
00000804,00000011,00080061,9166
00000840,00000001,000ffffe,9515
00000820,00000001,000ffffe,9698
000007c4,00000001,000ffffe,9790
00000834,00000007,00080400,10114
00000838,00000001,000ffffe,10507
00000818,00000011,00080481,10723
00000808,00000001,000ffffe,11079
00000810,00000002,000ffffe,11506
000007d4,0000000a,00080400,11967
00000810,00000002,000ffffe,12186
00000860,00000001,000ffffe,12299
000007f0,00000001,000ffffe,12596
000007c4,00000001,000ffffe,12745
00000808,00000001,000ffffe,12820
00000828,00000002,000ffffe,12859
00000844,00000001,000ffffe,13117
00000818,00000011,00080483,13263
00000804,00000011,00080071,13600
000007f8,00000002,000ffffe,13754
000007f8,00000002,000ffffe,13839
00000840,00000001,000ffffe,13881
000007d4,0000000a,00080400,13912
00000838,00000001,000ffffe,14186
000007d4,0000000a,00080400,14337
00000844,00000001,000ffffe,14671
000007c4,00000001,000ffffe,14843
000007d8,00000001,000ffffe,15169
00000838,00000001,000ffffe,15604
00000820,00000001,000ffffe,15822
000007c4,00000001,000ffffe,16203
000007bc,00000001,000ffffe,16394
00000810,00000002,000ffffe,16491
000007f8,00000002,000ffffe,16811
00000840,00000001,000ffffe,17210
00000820,00000001,000ffffe,17682
00000810,00000002,000ffffe,18191
000007d4,0000000a,00080400,18693
00000838,00000001,000ffffe,19171
000007d4,0000000a,00080400,19424
00000808,00000001,000ffffe,19777
000007d8,00000001,000ffffe,20198
00000820,00000001,000ffffe,20409
00000808,00000001,000ffffe,20515
00000828,00000002,000ffffe,20809
000007f8,00000002,000ffffe,20956
00000828,00000002,000ffffe,21030
00000840,00000001,000ffffe,21338
00000848,00000001,000ffffe,21493
00000840,00000001,000ffffe,21882
000007c4,00000001,000ffffe,22038
00000820,00000001,000ffffe,22388
00000810,00000002,000ffffe,22836
00000828,00000002,000ffffe,23060
00000818,00000700,00080483,23362
000007f0,00000001,000ffffe,23443
00000828,00000002,000ffffe,23876
00000810,00000002,000ffffe,24332
00000810,00000002,000ffffe,24832
000007f8,00000002,000ffffe,25322
00000840,00000001,000ffffe,25806
000007d4,0000000a,00080400,26058
000007f8,00000002,000ffffe,26172
000007c4,00000001,000ffffe,26472
00000844,00000001,000ffffe,26623
00000848,00000001,000ffffe,26699
000007d8,00000001,000ffffe,27009
00000808,00000001,000ffffe,27404
000007cc,00000002,000ffffe,27603
00000844,00000001,000ffffe,27973
00000840,00000001,000ffffe,28159
00000808,00000001,000ffffe,28492
000007f0,00000001,000ffffe,28659
00000838,00000001,000ffffe,28743
000007f0,00000001,000ffffe,29057
00000820,00000001,000ffffe,29454
000007f8,00000002,000ffffe,29654
000007d8,00000001,000ffffe,29753
000007f0,00000001,000ffffe,30043
00000844,00000001,000ffffe,30428
000007f0,00000001,000ffffe,30621
00000848,00000001,000ffffe,30718
00000808,00000001,000ffffe,30767
00000844,00000001,000ffffe,30792
00000828,00000002,000ffffe,30806
000007cc,00000002,000ffffe,30813
000007f8,00000002,000ffffe,30817
00000808,00000001,000ffffe,31090
00000810,00000002,000ffffe,31500
00000818,00000011,00080483,31720
00000820,00000001,000ffffe,31807
00000828,00000002,000ffffe,31860
000007f8,00000002,000ffffe,32126
000007d4,0000000a,00080400,32539
000007cc,00000002,000ffffe,32734
00000828,00000002,000ffffe,32836
